Position,Track Name,Artist,Streams,URL
51,Clandestino,Shakira,8967057,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
50,Havana,Camila Cabello,8964799,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
56,Body (feat. brando),Loud Luxury,8961521,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
56,changes,XXXTENTACION,8961052,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
47,Natural,Imagine Dragons,8957106,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
68,D\xc3\xa9jala que vuelva (feat. Manuel Turizo),Piso 21,8953656,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
62,Let Me,ZAYN,8949951,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
57,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,8945403,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
48,Barbie Dreams,Nicki Minaj,8941896,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
50,Coraz\xc3\xb3n,Maluma,8937503,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
51,EL BA\xc3\x91O,Enrique Iglesias,8933955,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
50,Happy Now,Zedd,8932854,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
52,APESHIT,The Carters,8927478,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
51,Fire,KIDS SEE GHOSTS,8925211,https://open.spotify.com/track/7oHkit3F3vimtsBbnZkU0G
57,God\'s Plan,Drake,8920252,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
51,goodnight n go,Ariana Grande,8917678,https://open.spotify.com/track/14kYOiFVPb7E7NfFbqhdln
48,LOVE. FEAT. ZACARI.,Kendrick Lamar,8915141,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
50,My My My!,Troye Sivan,8911156,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO
52,Mi Cama,Karol G,8909031,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
56,Candy Paint,Post Malone,8902987,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
67,Shape of You,Ed Sheeran,8901222,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
57,Youngblood,5 Seconds of Summer,8900943,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
63,2002,Anne-Marie,8899988,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
59,God\'s Plan,Drake,8892307,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
60,changes,XXXTENTACION,8888621,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
49,Like I Do,David Guetta,8887573,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
57,Dura,Daddy Yankee,8887504,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
51,Feel It Still,Portugal. The Man,8879451,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
54,Jocelyn Flores,XXXTENTACION,8875533,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
52,EL BA\xc3\x91O,Enrique Iglesias,8875031,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
63,changes,XXXTENTACION,8869471,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
58,breathin,Ariana Grande,8866198,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
54,Noticed,Lil Mosey,8866026,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
51,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,8864866,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
55,Solo (feat. Demi Lovato),Clean Bandit,8864003,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
50,Sin Pijama,Becky G,8863925,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
58,2002,Anne-Marie,8862448,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
52,High Hopes,Panic! At The Disco,8854896,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
53,Ric Flair Drip (& Metro Boomin),Offset,8852751,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
68,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,8851396,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
52,NUMB,XXXTENTACION,8850340,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
50,Ball For Me (feat. Nicki Minaj),Post Malone,8846883,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
58,Mad Love,Sean Paul,8845773,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
52,Mi Cama,Karol G,8845390,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
53,IDGAF,Dua Lipa,8844454,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
59,No Es Justo,J Balvin,8844298,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
51,Want You Back,5 Seconds of Summer,8842580,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
64,No Stylist,French Montana,8833665,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
51,HUMBLE.,Kendrick Lamar,8830657,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
53,Mo Bamba,Sheck Wes,8830267,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn
51,Suncity (feat. Empress Of),Khalid,8824541,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
59,FRIENDS,Marshmello,8824023,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
55,Under Pressure - Remastered,Queen,8823104,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
51,Sangria Wine,Pharrell Williams,8822514,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
52,Nonstop,Drake,8821009,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
53,God is a woman,Ariana Grande,8818305,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
48,Ocean (feat. Khalid),Martin Garrix,8816606,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
69,the remedy for a broken heart (why am I so in love),XXXTENTACION,8812071,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
51,lovely (with Khalid),Billie Eilish,8810654,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
54,Don\'t Come Out The House (with 21 Savage),Metro Boomin,8804984,https://open.spotify.com/track/1m6lqaLvUTxPjOo98fJH8U
54,STARGAZING,Travis Scott,8804838,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
52,High Hopes,Panic! At The Disco,8796903,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
56,no tears left to cry,Ariana Grande,8796522,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
55,Falling Down - Bonus Track,Lil Peep,8795605,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
52,Se Prepar\xc3\xb3,Ozuna,8790810,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
58,How Long,Charlie Puth,8782338,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
60,Shotgun,George Ezra,8781670,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
50,Dura,Daddy Yankee,8779337,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
56,Ruin My Life,Zara Larsson,8778779,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
59,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,8776414,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
60,One Kiss (with Dua Lipa),Calvin Harris,8774947,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
53,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,8772366,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
69,I Fall Apart,Post Malone,8769882,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
57,lovely (with Khalid),Billie Eilish,8769197,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
52,Breathe,Jax Jones,8768387,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
49,High Hopes,Panic! At The Disco,8767668,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
58,Love Someone,Lukas Graham,8762980,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
52,Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,8762738,https://open.spotify.com/track/7GRTrWsP3yo2Fx8umJfA1X
59,Nevermind,Dennis Lloyd,8759231,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
52,XO TOUR Llif3,Lil Uzi Vert,8756800,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
52,Unforgettable,French Montana,8753048,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
56,Cuando Te Bes\xc3\xa9,Becky G,8752505,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
49,Mayores,Becky G,8747519,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
53,New Rules,Dua Lipa,8746919,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
51,Coraz\xc3\xb3n,Maluma,8745469,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
53,rockstar (feat. 21 Savage),Post Malone,8744876,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
54,Tip Toe (feat. French Montana),Jason Derulo,8730316,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
53,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,8729037,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
53,She Loves Control,Camila Cabello,8725084,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
59,rockstar (feat. 21 Savage),Post Malone,8724813,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
52,pete davidson,Ariana Grande,8723515,https://open.spotify.com/track/0XOnMqLQDO89iAg7dWWwnG
51,Plug Walk,Rich The Kid,8717539,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
65,High Hopes,Panic! At The Disco,8714079,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
53,Everyday,Logic,8712887,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
53,Cuando Te Bes\xc3\xa9,Becky G,8711502,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
54,Shape of You,Ed Sheeran,8711223,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
51,Havana,Camila Cabello,8710499,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
54,Fuck Love (feat. Trippie Redd),XXXTENTACION,8705922,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
51,New Rules,Dua Lipa,8704310,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
55,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,8699047,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
54,Shape of You,Ed Sheeran,8694120,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
52,New Rules,Dua Lipa,8690678,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
61,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,8687849,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
52,Anywhere,Rita Ora,8683436,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
66,Dope Niggaz (feat. Snoop Dogg),Lil Wayne,8681211,https://open.spotify.com/track/2AwyHlbA6f641SEkizD5JG
70,Moonlight,XXXTENTACION,8680094,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
50,I Miss You (feat. Julia Michaels),Clean Bandit,8677420,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
61,changes,XXXTENTACION,8674339,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
55,All The Stars (with SZA),Kendrick Lamar,8674010,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
64,Bella,Wolfine,8672261,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
52,Feel It Still,Portugal. The Man,8672146,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
51,Sensualidad,Bad Bunny,8671872,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
52,Love Lies (with Normani),Khalid,8671351,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
53,Powerglide (feat. Juicy J),Rae Sremmurd,8667428,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
53,44 More,Logic,8665147,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
56,Paranoid,Post Malone,8664026,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
49,Shape of You,Ed Sheeran,8662005,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
71,Everyday,Logic,8660827,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
57,Mala M\xc3\xada,Maluma,8660335,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
61,Shape of You,Ed Sheeran,8658283,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
62,The Middle,Zedd,8657541,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
53,La Cintura,Alvaro Soler,8654596,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
54,Tip Toe (feat. French Montana),Jason Derulo,8654405,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
55,Love Someone,Lukas Graham,8652968,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
54,Heaven,Julia Michaels,8645743,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
57,One Kiss (with Dua Lipa),Calvin Harris,8643579,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
55,Capital Letters,Hailee Steinfeld,8639373,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
54,Powerglide (feat. Juicy J),Rae Sremmurd,8637313,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
51,Narcos,Migos,8635931,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
65,Ric Flair Drip (& Metro Boomin),Offset,8634210,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
54,S\xc3\xadguelo Bailando,Ozuna,8625469,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
54,Praise The Lord (Da Shine),A$AP Rocky,8625273,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
56,Electricity (with Dua Lipa),Silk City,8621072,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
55,Stargazing,Kygo,8618515,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
72,Perfect,Ed Sheeran,8613859,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
52,I\'m Upset,Drake,8613177,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
73,S\xc3\xadguelo Bailando,Ozuna,8610963,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
62,Jackie Chan,Ti\xc3\xabsto,8605939,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
54,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,8603892,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
66,Be Careful,Cardi B,8603579,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
54,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,8602299,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
54,Jocelyn Flores,XXXTENTACION,8594531,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
52,Dura - Remix,Daddy Yankee,8594481,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
58,Quiere Beber,Anuel Aa,8593645,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
55,Freaky Friday (feat. Chris Brown),Lil Dicky,8593378,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
60,Te Bot\xc3\xa9 - Remix,Nio Garcia,8586859,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
55,I Like It,Cardi B,8585395,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
58,Shotgun,George Ezra,8582193,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
53,The Ways (with Swae Lee),Khalid,8569785,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
56,Dusk Till Dawn - Radio Edit,ZAYN,8569626,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
56,Dura - Remix,Daddy Yankee,8568825,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
52,El Pr\xc3\xa9stamo,Maluma,8568607,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
74,I Wanna Know (feat. Bea Miller),NOTD,8568128,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
51,This Is Me,Keala Settle,8565864,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
75,Never Be the Same,Camila Cabello,8560762,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
59,Body (feat. brando),Loud Luxury,8559546,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
55,River (feat. Ed Sheeran),Eminem,8553368,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
60,Wake Up in the Sky,Gucci Mane,8548712,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
56,Ella Quiere Beber - Remix,Anuel Aa,8547839,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
60,Clandestino,Shakira,8545493,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
58,REMEDY,Alesso,8545089,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
59,Ric Flair Drip (& Metro Boomin),Offset,8544584,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
57,Money,Cardi B,8532908,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
70,La Player (Bandolera),Zion & Lennox,8532826,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
55,X - Remix,Nicky Jam,8531532,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
63,Morph,Twenty One Pilots,8522626,https://open.spotify.com/track/01vv2AjxgP4uUyb8waYO5Y
57,Always Remember Us This Way,Lady Gaga,8522385,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
53,raindrops (an angel cried),Ariana Grande,8517134,https://open.spotify.com/track/0v2LUO8oTHnkjQ8MmKuXyk
56,LOVE. FEAT. ZACARI.,Kendrick Lamar,8516879,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
50,IDOL,BTS,8513435,https://open.spotify.com/track/2AIWoHr9DF6y4KALCBKWQS
61,10 Freaky Girls (with 21 Savage),Metro Boomin,8509732,https://open.spotify.com/track/43lYaovU2FoeuBMNusVVVW
62,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,8504566,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
53,All Girls Are The Same,Juice WRLD,8504254,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
67,Sin Pijama,Becky G,8503033,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
63,Beautiful (feat. Camila Cabello),Bazzi,8500661,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
71,Havana,Camila Cabello,8498847,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
52,EL BA\xc3\x91O,Enrique Iglesias,8495935,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
53,Powerglide (feat. Juicy J),Rae Sremmurd,8493716,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
61,Don\'t Leave Me Alone (feat. Anne-Marie),David Guetta,8493695,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
62,Love Someone,Lukas Graham,8491918,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
53,Look Alive (feat. Drake),BlocBoy JB,8491785,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
53,Congratulations,Post Malone,8491759,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
55,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,8488441,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
52,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,8480999,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
52,Too Good At Goodbyes,Sam Smith,8477724,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
53,Ric Flair Drip (& Metro Boomin),Offset,8466568,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
53,Wolves,Selena Gomez,8465931,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
58,Love Someone,Lukas Graham,8464813,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
60,\xc3\x89chame La Culpa,Luis Fonsi,8461027,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
51,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,8460364,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
64,SWISH,Tyga,8459417,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
54,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,8458631,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
61,God\'s Plan,Drake,8457417,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
62,Praise The Lord (Da Shine),A$AP Rocky,8455393,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
76,2002,Anne-Marie,8455286,https://open.spotify.com/track/4Pbg79cTBu4vgSphoyNq3j
63,Noticed,Lil Mosey,8454912,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
54,Fuck Love (feat. Trippie Redd),XXXTENTACION,8453694,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
57,1-800-273-8255,Logic,8452334,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
54,Playinwitme (feat. Kehlani),KYLE,8451297,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
62,changes,XXXTENTACION,8449799,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
67,\xc3\x89chame La Culpa,Luis Fonsi,8445172,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
63,No Stylist,French Montana,8443376,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
50,X,Nicky Jam,8442130,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
55,going down!,XXXTENTACION,8440971,https://open.spotify.com/track/7CkbRn6S0itJqcqn88AtSV
57,Mine,Bazzi,8440962,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
57,All Girls Are The Same,Juice WRLD,8438826,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
53,Summertime Magic,Childish Gambino,8436793,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
54,Ric Flair Drip (& Metro Boomin),Offset,8434646,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
55,Psycho (feat. Ty Dolla $ign),Post Malone,8432164,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
55,Narcos,Migos,8427068,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
57,No Limit,G-Eazy,8426799,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
55,LOVE. FEAT. ZACARI.,Kendrick Lamar,8425863,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
58,HUMBLE.,Kendrick Lamar,8423940,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
63,No Es Justo,J Balvin,8422474,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
63,Born To Be Yours,Kygo,8420407,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
58,Shape of You,Ed Sheeran,8418622,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
55,Dura - Remix,Daddy Yankee,8416746,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
54,I\'m a Mess,Bebe Rexha,8415994,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
54,Dura - Remix,Daddy Yankee,8415565,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
50,Codeine Dreaming (feat. Lil Wayne),Kodak Black,8413714,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
56,Mala M\xc3\xada,Maluma,8413067,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
64,Sweet but Psycho,Ava Max,8408673,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
56,Everybody Hates Me,The Chainsmokers,8406890,https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF
53,Rich & Sad,Post Malone,8399977,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
56,Shape of You,Ed Sheeran,8399286,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
64,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,8398824,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
55,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,8395145,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
51,Me Reh\xc3\xbaso,Danny Ocean,8391379,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
56,Congratulations,Post Malone,8387830,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
61,JAPAN,Famous Dex,8382580,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
59,Call Out My Name,The Weeknd,8381607,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
56,Havana,Camila Cabello,8380544,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
56,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,8379262,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
58,Dura - Remix,Daddy Yankee,8378855,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
57,La Player (Bandolera),Zion & Lennox,8377286,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
57,X (with 2 Chainz & Saudi),ScHoolboy Q,8376464,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
56,MotorSport,Migos,8372425,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
54,"King\'s Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,8370805,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
52,Silence,Marshmello,8367816,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
57,Remind Me to Forget,Kygo,8367090,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
55,Shape of You,Ed Sheeran,8365631,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
